product_id,product_name,sales,comment_id,comment_time,content,sku,sku_id,display_user_nick,reply,create_time,update_time
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1179705587337,2022-04-08,此用户没有填写评价。,,,悲**殇,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1172071771548,2022-04-08,给小孩子买的生日礼物，她们很喜欢,,,泠**3,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1171143557194,2022-04-07,送人大气不俗气,,,t**2,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1171404514316,2022-04-05,送人的，感觉不错！很好！,,,朱**吴,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1170205910066,2022-03-24,棒！！,,,t**4,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1169034377945,2022-03-17,好好看,,,t**0,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1169008253111,2022-03-17,送朋友的，应该还不错的样子。,,,鳄**w,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1169411887911,2022-03-14,很喜欢这种文艺范的文创产品，送人不俗气。,,,偏**冻,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168784214888,2022-03-12,东西比我想象中的还要完美，十分给力，值得入手。,,,星**9,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167820244991,2022-03-11,还是蛮有意境的,,,孤**3,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168598710583,2022-03-10,送给儿子和儿子同学的小礼物！他们很喜欢！,,,秦**7,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168978103644,2022-03-10,送同学的礼物，还不错！,,,兮**畔,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168110613696,2022-03-10,故宫出品一直都很赞,,,梅**逐,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167448480097,2022-03-08,等着盖章用,,,冰**溪,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168305582267,2022-03-08,此用户没有填写评价。,,,艹**5,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167615277256,2022-03-06,好评,,,小**4,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167583817061,2022-03-05,包装有点不好,,,t**0,亲爱的您好~感谢您的反馈，此款小确幸笔记本是塑封包装哦，购买前您可以查看商品详情页或咨询客服了解产品包装哦，为您解决售前售后问题都是我们义不容辞的责任，感谢您的喜欢~,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1168246835177,2022-03-03,还可以希望不错。,,,坚**7,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167905523467,2022-02-28,好评,,,平**亦,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1166970509253,2022-02-27,很漂亮，猫猫好可爱,,,t**8,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167160110736,2022-02-23,孩子很喜！！！！,,,y**6,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167104666486,2022-02-23,很好,,,t**7,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1166788994068,2022-02-18,很精致的笔记本，内页配图不错，纸张质量很好。,,,j**敏,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1166335219887,2022-02-07,东西可以，就是又小又贵，纸张还可以。,,,王**留,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1165246230447,2022-01-29,质量很好，但是价格也不便宜,,,滋**猫,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1164750486400,2022-01-24,东西很漂亮,,,柳**d,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1164387962801,2022-01-21,宝贝还不错，孩子喜欢，就是有些贵哦,,,巴**h,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1163603605240,2022-01-18,送给外国友人 都说好,,,传**司,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1163331238997,2022-01-11,送人的，说不错,,,妖**宝,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1163582095546,2022-01-10,很好,,,1**j,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1163069530172,2022-01-09,挺好的，挺不错，朋友很喜欢,,,总**沙,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1162096868696,2022-01-08,此用户没有填写评价。,,,q**5,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1167847743202,2022-01-06,此用户没有填写评价。,,,书**天,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1162008161566,2022-01-04,此用户没有填写评价。,,,包**滴,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1162826431826,2022-01-04,价格很便宜 质量也很好 图案也很好看 送人很好 卖家发货速度很快 有需要还会再来的,,,欣**7,,2023-11-03 14:59:16,2023-11-03 14:59:16
550901982416,故宫小确幸笔记本日记本礼品本子生日礼物礼品伴手礼,10万+,1161141433621,2021-12-28,很好,,,m**r,,2023-11-03 14:59:16,2023-11-03 14:59:16
